,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
15,RzgKhnZkjaIX44Sn9DwdFQ,cafetano-coffee-roasters-pittsburgh,Cafetano Coffee Roasters,https://s3-media3.fl.yelpcdn.com/bphoto/M9e7qMvVaEGyLxhjye98bw/o.jpg,False,https://www.yelp.com/biz/cafetano-coffee-roasters-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,65,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"['delivery', 'pickup']",$$,+14123071821,(412) 307-1821,5732.244649794823,40.44905,-79.98758,1601 Penn Ave,,,Pittsburgh,15222,US,PA,"['1601 Penn Ave', 'Pittsburgh, PA 15222']"
16,ehusdYtDdLyEAFAmXavQBQ,yinz-coffee-pittsburgh-4,Yinz Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/68Gpig2-_Nf3DLgPOE-sjQ/o.jpg,False,https://www.yelp.com/biz/yinz-coffee-pittsburgh-4?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,[],,,,3066.749616741857,40.4581259,-79.9352492,5607 Baum Blvd,,,Pittsburgh,15224,US,PA,"['5607 Baum Blvd', 'Pittsburgh, PA 15224']"
17,2099abC1lsypFGDJVG5uIQ,4121-main-pittsburgh-2,4121 Main,https://s3-media2.fl.yelpcdn.com/bphoto/OrNn4jOblBFJ6GmVUa1gCw/o.jpg,False,https://www.yelp.com/biz/4121-main-pittsburgh-2?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,42,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'florists', 'title': 'Florists'}]",4.5,['delivery'],$$,+14127084500,(412) 708-4500,4523.654535376057,40.4652699,-79.95433,4121 Main St,,,Pittsburgh,15224,US,PA,"['4121 Main St', 'Pittsburgh, PA 15224']"
18,2-jyqX-PonxUSZQugyCOAQ,crazy-mocha-pittsburgh-4,Crazy Mocha,https://s3-media3.fl.yelpcdn.com/bphoto/4tDDAkL43jdUucuMUhx2VQ/o.jpg,False,https://www.yelp.com/biz/crazy-mocha-pittsburgh-4?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,41,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,['delivery'],$,+14125211056,(412) 521-1056,167.2692985378404,40.43348,-79.9233,2100 Murray Ave,,,Pittsburgh,15217,US,PA,"['2100 Murray Ave', 'Pittsburgh, PA 15217']"
19,VaQhUU3P4Z5A3oYPsEMbkw,tazza-d-oro-pittsburgh-5,Tazza D'oro,https://s3-media3.fl.yelpcdn.com/bphoto/yl-wmzUWaAxLic32IvLtjA/o.jpg,False,https://www.yelp.com/biz/tazza-d-oro-pittsburgh-5?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,178,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,[],$,+14123623676,(412) 362-3676,4780.934831451685,40.4748883,-79.918773,1125 N Highland Ave,,,Pittsburgh,15206,US,PA,"['1125 N Highland Ave', 'Pittsburgh, PA 15206']"
20,q36ubX5vWI96S2GlgWTM5A,yinz-coffee-pittsburgh-3,Yinz Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/1H6LBwTPSXBDVLf-EoNXCQ/o.jpg,False,https://www.yelp.com/biz/yinz-coffee-pittsburgh-3?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",5.0,[],,+14125865452,(412) 586-5452,4137.1661465152065,40.462828518176366,-79.9509307087982,4525 Liberty Ave,,,Pittsburgh,15224,US,PA,"['4525 Liberty Ave', 'Pittsburgh, PA 15224']"
21,khRo2a5OaIjumox-tkg3GA,61b-cafe-pittsburgh,61B Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/oioC5HitEOHPc4_-xmyhlQ/o.jpg,False,https://www.yelp.com/biz/61b-cafe-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,52,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3.5,[],$,+14128713013,(412) 871-3013,2488.9290372376204,40.4323539733887,-79.8940734863281,1108 S Braddock Ave,,,Pittsburgh,15218,US,PA,"['1108 S Braddock Ave', 'Pittsburgh, PA 15218']"
22,H5IZbBaCaCtWUzS_toBSXg,commonplace-coffee-pittsburgh-6,Commonplace Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/8YsizRJ-3FRkMezl6hjoLw/o.jpg,False,https://www.yelp.com/biz/commonplace-coffee-pittsburgh-6?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,19,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,['delivery'],,+14123652117,(412) 365-2117,2192.181135434998,40.4505259689735,-79.9144694300714,6736 Reynolds St,,,Pittsburgh,15206,US,PA,"['6736 Reynolds St', 'Pittsburgh, PA 15206']"
23,U7MkW1DeIryN6tYyJ62kEA,pigeon-bagels-pittsburgh,Pigeon Bagels,https://s3-media1.fl.yelpcdn.com/bphoto/OYSCqwmUiZ1kojfXrVYa8g/o.jpg,False,https://www.yelp.com/biz/pigeon-bagels-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,123,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$,,,316.4592214067218,40.432993,-79.927001,5613 Hobart St,,,Pittsburgh,15217,US,PA,"['5613 Hobart St', 'Pittsburgh, PA 15217']"
24,uV2HVSRXJMqGsF9Br2VnvQ,constellation-coffee-pittsburgh,Constellation Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/HRvIJ6v6K8i_D_eGvL9-cQ/o.jpg,False,https://www.yelp.com/biz/constellation-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,119,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"['delivery', 'pickup']",$,,,4629.558716760577,40.4656647774805,-79.9557438844205,4059 Penn Ave,Fl 1,,Pittsburgh,15224,US,PA,"['4059 Penn Ave', 'Fl 1', 'Pittsburgh, PA 15224']"
25,OaWpoy5EwGNl6ZfzbndKDg,tonic-coffee-pittsburgh,Tonic Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/5rcLANGbnZbEo4l0_Tuk1g/o.jpg,False,https://www.yelp.com/biz/tonic-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,['delivery'],,,,5015.645721671687,40.46279031986822,-79.96684384009006,3410 Penn Ave,,,Pittsburgh,15201,US,PA,"['3410 Penn Ave', 'Pittsburgh, PA 15201']"
26,4b_w_5zv8-w0Ca6ZUDYC_Q,colombino-pittsburgh,Colombino,https://s3-media3.fl.yelpcdn.com/bphoto/VNM9zwl8RLDq89-AlhuCtA/o.jpg,False,https://www.yelp.com/biz/colombino-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,7,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'colombian', 'title': 'Colombian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.5,"['delivery', 'pickup']",,+14123563100,(412) 356-3100,5523.896294791108,40.451718,-79.983467,2031 Penn Ave,,,Pittsburgh,15222,US,PA,"['2031 Penn Ave', 'Pittsburgh, PA 15222']"
27,MKd_EUD0PG__cOfIbeqYAg,té-café-pittsburgh-3,Té Café,https://s3-media2.fl.yelpcdn.com/bphoto/zRMDIor6NZ_-gKFSVqAWTQ/o.jpg,False,https://www.yelp.com/biz/t%C3%A9-caf%C3%A9-pittsburgh-3?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,133,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,['delivery'],$,+14124228888,(412) 422-8888,283.18391166783795,40.43457,-79.92301,2000 Murray Ave,,,Pittsburgh,15217,US,PA,"['2000 Murray Ave', 'Pittsburgh, PA 15217']"
28,8_vnzeQGlwIUqUnU5RONiw,my-goodness-pittsburgh,My Goodness,https://s3-media1.fl.yelpcdn.com/bphoto/vHJu6vAEGS4oWzwjx27Jsg/o.jpg,False,https://www.yelp.com/biz/my-goodness-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,21,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"['delivery', 'pickup']",,+14127271657,(412) 727-1657,2552.0938196307893,40.43205789095954,-79.89332440727733,1137 S Braddock Ave,,,Pittsburgh,15218,US,PA,"['1137 S Braddock Ave', 'Pittsburgh, PA 15218']"
29,0bjFYstj8USMzEV4ZQldjA,redhawk-coffee-pittsburgh,Redhawk Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/vyDSxPXJACjTKvpYCOmPlw/o.jpg,False,https://www.yelp.com/biz/redhawk-coffee-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,172,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],$,+14127084270,(412) 708-4270,3126.834405683739,40.4407077,-79.9586246,120 Meyran Ave,,,Pittsburgh,15213,US,PA,"['120 Meyran Ave', 'Pittsburgh, PA 15213']"
30,mDkpb8yFirCCwC0sqgfCtA,hlane-coffee-and-dry-goods-swissvale,HLane Coffee & Dry Goods,https://s3-media3.fl.yelpcdn.com/bphoto/aFM2b3pQ5laqRgKV9MB1TQ/o.jpg,False,https://www.yelp.com/biz/hlane-coffee-and-dry-goods-swissvale?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,22,"[{'alias': 'sewingalterations', 'title': 'Sewing & Alterations'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,"['delivery', 'pickup']",$$,+14122878349,(412) 287-8349,3350.6613976424487,40.4216865415499,-79.8863030970097,2009 Noble St,,,Swissvale,15218,US,PA,"['2009 Noble St', 'Swissvale, PA 15218']"
31,hzyvL2v97xLzLbLXcdi1uw,cafe-moulin-pittsburgh,Cafe Moulin,https://s3-media1.fl.yelpcdn.com/bphoto/ygq66pYHPf13ppv9htMxtQ/o.jpg,False,https://www.yelp.com/biz/cafe-moulin-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,362,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"['delivery', 'pickup']",$$,+14122918119,(412) 291-8119,2327.121142405323,40.4516222360555,-79.9331853806125,732 Filbert St,,,Pittsburgh,15232,US,PA,"['732 Filbert St', 'Pittsburgh, PA 15232']"
32,7zWoldq0uQV73BjoTM3G5w,allegro-hearth-bakery-pittsburgh,Allegro Hearth Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/_dR2hbjIEfjDpsUCLxvXuw/o.jpg,False,https://www.yelp.com/biz/allegro-hearth-bakery-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,104,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,[],$,+14124225623,(412) 422-5623,202.98799615261228,40.4338421542973,-79.9230824102084,2034 Murray Ave,,,Pittsburgh,15217,US,PA,"['2034 Murray Ave', 'Pittsburgh, PA 15217']"
33,aF_x0B6UhX5YRe0LAdtUOQ,treats-n-beans-pittsburgh,Treats ‘N Beans,https://s3-media4.fl.yelpcdn.com/bphoto/l4HeXYQzHodEO4wqHI8tUw/o.jpg,False,https://www.yelp.com/biz/treats-n-beans-pittsburgh?adjust_creative=Hi8yaDtOfeAyH6CjPFRvZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Hi8yaDtOfeAyH6CjPFRvZQ,50,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.5,"['delivery', 'pickup']",,+14125865667,(412) 586-5667,3132.468137106124,40.440689,-79.9587064,118 Meyran Ave,,,Pittsburgh,15213,US,PA,"['118 Meyran Ave', 'Pittsburgh, PA 15213']"
